ssyk96,ssyk96_occ_title,tot_earnings_1962,tot_earnings_1963,tot_earnings_1964,tot_earnings_1965,tot_earnings_1966,tot_earnings_1967,tot_earnings_1968,tot_earnings_1969,tot_earnings_1970,tot_earnings_1971,tot_earnings_1972,tot_earnings_1973,tot_earnings_1974,tot_earnings_1975,obs_1962,obs_1963,obs_1964,obs_1965,obs_1966,obs_1967,obs_1968,obs_1969,obs_1970,obs_1971,obs_1972,obs_1973,obs_1974,obs_1975,log_ratio,sum_reasoning_ability,sum_knowledge,share_emp_1962,share_emp_1975,share_earn_1962,share_earn_1975,d_share_emp,d_share_earn,d_share_emp_t,d_share_earn_t,sector,x_plot,y_plot
3224,Optometrists and opticians,50967,57445,61627,57997,47338,67435,81993,65869,42719,34695,21890,25816,28788,27160,18,20,19,17,18,21,23,18,13,10,8,8,8,8,0.357807905134616,0.749333333333333,0.523939393939394,0.000404976713838954,0.000141240444201197,0.000378811730324756,0.000134761702855625,-0.000263736269637757,-0.000244050027469131,-0.0920468509114784,-0.0852106746402309,"",,
3225,Dental hygienists,2382,382,3737,10590,0,0,8833,2904,16215,2935,5186,0,15324,11858,1,1,2,4,0,0,6,1,6,1,3,0,4,5,0.216359117637661,0.568219761121399,0.457639969207183,2.24987063243863e-05,8.82752776257481e-05,1.77041917639565e-05,5.88366816075849e-05,6.57765713013618e-05,4.11324898436284e-05,0.0230177340385908,0.0143953769931579,"",,
3226,Physiotherapists and related associate professionals,154645,164855,136854,123084,143165,154754,190519,184910,179979,234495,238682,273016,221555,257993,61,72,58,62,70,69,84,71,71,89,97,109,90,102,0.303722884481269,0.678004907024794,0.5010755106158,0.00137242108578757,0.00180081566356526,0.00114939745396182,0.00128010220930896,0.000428394577777695,0.000130704755347142,0.148829411335864,0.0457147921604644,"",,
3227,Veterinary assistants,8453,20689,24114,12656,14135,18609,22895,22550,23781,6355,19400,12311,20865,18504,3,8,9,5,8,7,8,7,10,3,7,5,8,8,0.305674954222021,0.613028770110438,0.44961448618408,6.74961189731591e-05,0.000141240444201197,6.28268400422855e-05,9.18126122842596e-05,7.3744325228038e-05,2.89857722419741e-05,0.0258047846143832,0.010144672259495,"",,
3228,Pharmaceutical assistants,3407,2806,10527,12699,16851,7528,24303,10114,20599,14657,16547,6693,23531,13881,1,1,4,4,6,2,7,3,6,5,5,2,6,5,0.359824121594403,0.633333333333333,0.441939393939394,2.24987063243863e-05,8.82752776257481e-05,2.53224942652392e-05,6.88743445264703e-05,6.57765713013618e-05,4.35518502612312e-05,0.0230177340385908,0.0152419671561825,"",,
3229,Health associate professionals not elsewhere classified,4597,16649,2555,4097,6198,14856,8492,24828,36902,35321,24830,22508,30569,24216,3,8,2,6,2,9,4,8,15,13,10,13,14,10,0.262784411951305,0.56982763613782,0.437956322669651,6.74961189731591e-05,0.000176550555251496,3.41671576569723e-05,0.000120154248761113,0.000109054436278337,8.59870911041405e-05,0.0381505330168909,0.0300864006135994,"",,
3231,Medical care nurses,62994,54270,53113,33900,40461,35447,75358,61171,31267,32833,37534,38270,34006,20282,23,18,19,12,13,11,22,19,11,10,11,12,10,6,0.332850007770082,0.723453946977499,0.518969856581391,0.000517470245460886,0.000105930333150898,0.000468202290503222,0.000100634641285633,-0.000411539912309988,-0.000367567649217589,-0.143055052411453,-0.127945910270334,"",,
3232,Operating theatre nurses,12678,9926,12645,5179,11930,5123,6722,27563,24823,24251,17355,21693,10198,21503,4,4,4,2,4,2,3,8,6,7,5,6,5,6,0.332850007770082,0.723453946977499,0.518969856581391,8.99948252975454e-05,0.000105930333150898,9.42291113280606e-05,0.000106692963788826,1.59355078533524e-05,1.24638524607653e-05,0.00557736991610248,0.00436232068963303,"",,
3233,Geriatric nurses,5173,12951,18964,12516,14810,7305,106028,68316,46021,67633,43890,72105,94596,67615,2,5,6,4,4,3,33,23,19,22,15,17,26,20,0.332850007770082,0.723453946977499,0.518969856581391,4.49974126487727e-05,0.000353101110502993,3.84482720381809e-05,0.000335490152377876,0.00030810369785422,0.000297041880339695,0.107421189263983,0.103592496156169,"",,
3234,Psychiatric nurses,37667,50130,28079,37376,37221,57665,55894,123030,79480,78640,49999,63855,49023,47242,13,18,10,13,14,16,17,35,24,21,17,18,16,13,0.332850007770082,0.723453946977499,0.518969856581391,0.000292483182217023,0.000229515721826945,0.00027995961006421,0.000234403989922881,-6.29674603900774e-05,-4.55556201413291e-05,-0.0220350441220289,-0.0159431160893453,"",,
3235,Radiology nurses,56124,23963,16662,25171,31504,35297,31442,18993,44593,44609,46193,26208,19281,20934,18,8,5,10,11,11,9,7,13,13,14,7,5,6,0.201880378720079,0.622342936073189,0.508795732994808,0.000404976713838954,0.000105930333150898,0.000417141082519015,0.000103869716037543,-0.000299046380688056,-0.000313271366481472,-0.10428651909299,-0.109208735927048,"",,
3239,Nursing associate professionals not elsewhere classified,365253,325232,367633,408744,409492,397961,315139,318056,329869,394226,410723,424331,442102,381001,128,111,119,138,135,135,100,93,107,123,122,122,126,114,0.333139183277081,0.723753799347311,0.519027436291094,0.00287983440952145,0.00201267632986706,0.00271473935951318,0.00189043974777968,-0.000867158079654395,-0.000824299611733501,-0.294669580952518,-0.280877721614328,"",,
3310,Pre-primary education teaching associate professionals,367010,408083,441046,435533,392862,430344,345689,386947,451468,531792,578673,637606,579571,514739,180,192,211,202,181,190,156,163,182,216,227,230,223,199,0.2965520041938,0.597979556579326,0.445816794492579,0.00404976713838954,0.00351335604950478,0.00272779824487392,0.00255401709006634,-0.000536411088884767,-0.000173781154807579,-0.185583537939312,-0.0607485651114177,"",,
3320,Other teaching associate professionals,190463,127567,161301,155526,206411,191154,249211,292370,233284,308519,278090,278589,257189,221605,90,65,84,79,92,87,108,120,96,121,120,115,108,94,0.3741937459109,0.677848752185662,0.466865589715655,0.00202488356919477,0.00165957521936407,0.00141561438956274,0.00109955328281741,-0.000365308349830707,-0.000316061106745329,-0.127167952086153,-0.110173443699125,"",,
3411,Securities and finance dealers and brokers,572373,702025,593953,868872,766976,1044401,1133976,1221521,886254,1265378,1160103,1228113,1123842,798091,59,66,59,71,60,77,73,79,76,74,92,93,73,72,0.531982826521072,0.741941055798687,0.436316089989059,0.00132742367313879,0.00127116399781077,0.00425415673908945,0.00395994485249443,-5.62596753280215e-05,-0.000294211886595012,-0.0196883420342988,-0.10261249028538,"",,
3412,Insurance representatives,518827,691037,648580,503128,841179,927821,938437,887383,763740,1008513,771340,980991,1017720,896331,113,150,141,116,162,166,165,164,159,186,151,169,179,170,0.380821836133124,0.641031552588782,0.438434005063805,0.00254235381465566,0.00300135943927544,0.00385617661642244,0.00444738924456132,0.000459005624619779,0.000591212628138883,0.1592908922794,0.204044703609753,"",,
3413,Estate agents,472457,518572,504862,498196,614510,617740,622801,594256,619463,869672,916275,884352,719510,659770,128,143,130,138,153,141,153,137,153,209,226,195,165,150,0.33512058421943,0.673770148331273,0.483439422032438,0.00287983440952145,0.00264825832877244,0.00351153204375465,0.00327362771329366,-0.000231576080749009,-0.00023790433046099,-0.080874838629279,-0.0830748746611448,"",,
3414,Travel consultants and organisers,4330,15292,8990,26918,33178,22937,18286,13387,31774,60931,27348,27753,39220,41641,2,7,3,8,10,9,7,4,9,16,7,9,11,13,0.365989456872375,0.644742979956508,0.446189528400799,4.49974126487727e-05,0.000229515721826945,3.21826827615162e-05,0.000206613110037227,0.000184518309178172,0.000174430427275711,0.0644918477456377,0.0609749697611089,"",,
3415,Technical and commercial sales representatives,5809385,6619800,6861650,8352879,8984626,9738389,9711197,9335962,9861751,11284909,11345911,11782635,11014278,9828588,1527,1781,1830,2121,2231,2288,2212,2158,2251,2436,2363,2464,2321,2089,0.334337607967604,0.655318374108119,0.4677679208074,0.034355524557338,0.0368814109920376,0.0431781973428431,0.0487672038124582,0.00252588643469962,0.00558900646961508,0.723938487926072,1.09822285195931,Management and sales,0.46,0.83
3416,Buyers,577512,706489,793459,856902,924755,1045096,1163557,1336492,1371701,1287086,1358711,1410267,1464002,1397904,166,196,227,244,243,267,274,327,313,297,295,299,322,307,0.397134401735073,0.623577286443321,0.42037284145316,0.00373478524984813,0.00542010204622094,0.00429235230645929,0.00693607965643189,0.0016853167963728,0.00264372734997259,0.532930905860158,0.746620930103355,"",,
3417,"Appraisers, valuers and auctioneers",215760,180002,224298,232474,175862,311714,245860,309853,308047,256951,274808,247064,243268,238747,66,57,75,71,57,86,64,81,84,71,72,62,62,62,0.395161317726095,0.697340447805581,0.469567416018309,0.0014849146174095,0.00109461344255928,0.0016036340952944,0.00118460796287452,-0.000390301174850222,-0.000419026132419875,-0.135765067393105,-0.145621018607014,"",,
3418,Banking associate professionals,880071,911000,964499,1412614,1402168,1716601,1401513,1527999,1464470,1232408,1575964,1625021,1553374,1584357,182,178,213,272,275,296,230,264,272,224,256,242,279,292,0.424018058990347,0.68801561102989,0.451036864393208,0.00409476455103832,0.00515527621334369,0.0065411191225428,0.00786121676182732,0.00106051166230538,0.00132009763928452,0.355416623417201,0.432816358794545,"",,
3419,Finance and sales associate professionals not elsewhere classified,1044375,1187706,1210189,1337605,1746893,1840347,1860781,1719960,1737662,2056021,1765236,1739967,1523331,1361667,310,336,347,384,480,468,478,445,457,505,411,424,385,337,0.377356914759043,0.686177285312497,0.469809303216346,0.00697459896055977,0.00594975371197543,0.00776230699978256,0.00675627995737521,-0.00102484524858434,-0.00100602704240734,-0.344400565803518,-0.338552837914705,"",,
3421,Trade brokers,36771,47575,38327,32836,32130,71038,38881,41731,65206,95776,103155,62717,23662,96416,15,16,13,15,14,17,11,13,16,18,22,16,6,15,0.491792870881627,0.707933045756477,0.433286644196216,0.000337480594865795,0.000264825832877244,0.000273300098804552,0.000478394121595286,-7.26547619885508e-05,0.000205094022790734,-0.0254236876281665,0.07165999377906,"",,
3422,Clearing and forwarding agents,140962,195675,151229,199934,215755,272545,284192,240316,238121,239842,213056,238821,260651,224116,45,61,47,64,67,79,78,67,72,62,63,64,70,61,0.377679156043657,0.634570100543459,0.43175993458996,0.00101244178459739,0.00107695838703413,0.00104769868993738,0.00111201229002914,6.45166024367415e-05,6.43136000917581e-05,0.022576974093989,0.0225059593693416,"",,
3423,Employment agents and labour contractors,213128,189331,192410,174122,244956,195239,178657,249097,284947,269461,324194,376100,383351,347921,82,73,80,70,89,66,69,85,98,89,106,123,129,117,0.451421003624918,0.625296744614107,0.398139496277613,0.00184489391859968,0.00206564149644251,0.00158407178096915,0.00172630436006009,0.000220747577842826,0.000142232579090938,0.077108466245159,0.0497403411603327,"",,
3429,Business services agents and trade brokers not elsewhere classified,195233,212140,271611,287902,295339,276142,379751,310052,384397,500841,388008,337386,386051,360344,65,80,86,102,87,93,112,99,125,129,107,97,107,110,0.371902272389877,0.666630259651239,0.457877917402131,0.00146241591108511,0.00194205610776646,0.00145106736803212,0.00178794444233459,0.000479640196681346,0.000336877074302467,0.166323216586252,0.117365105654027,"",,
3431,Administrative secretaries and related associate professionals,511232,663678,633774,570577,679837,836601,741770,821295,819514,955018,1283913,1068058,1191701,1159264,167,210,174,181,210,244,226,239,224,263,324,281,310,290,0.381770037011291,0.604224944540522,0.412712897328749,0.00375728395617252,0.00511996610229339,0.00379972685301049,0.0057520026030642,0.00136268214612087,0.0019522757500537,0.445028994360811,0.599427384064249,"",,
3432,Legal and related business associate professionals,3328,4424,5760,13081,2167,7290,10172,10954,20521,6287,5465,21861,23212,19452,1,2,2,4,1,3,5,3,6,3,2,8,5,7,0.441358637115669,0.607865602901388,0.390413671237098,2.24987063243863e-05,0.000123585388676047,2.4735327535872e-05,9.65163712793676e-05,0.000101086682351661,7.17810437434955e-05,0.0353655872377569,0.0251180814933609,"",,
3433,Bookkeepers,280819,423880,386470,371892,359368,413324,484100,358613,443736,545428,596090,543513,682182,632699,86,129,122,111,106,114,119,98,110,139,143,138,167,154,0.528707987153771,0.648562879191735,0.381878859418955,0.00193488874389723,0.00271887855087304,0.00208718447815386,0.00313930760806522,0.000783989806975817,0.00105212312991136,0.267804992408059,0.352833689670926,"",,
3441,Customs and border inspectors,104113,108962,125642,109741,91913,166715,125452,89512,114311,118527,138896,153260,118399,140325,33,35,41,35,28,44,34,24,25,28,32,35,27,33,0.302625234027835,0.683651916939323,0.506246560648613,0.000742457308704749,0.000582616832329938,0.000773818856893703,0.000696260528468911,-0.000159840476374812,-7.75583284247922e-05,-0.0558859123370755,-0.0271387503155731,"",,
3442,Government tax and excise officials,38219,46405,50367,38828,76744,74072,61467,82765,47349,59475,77199,68199,86377,79933,15,19,22,14,26,28,22,27,16,20,26,20,26,27,0.5062904686006,0.733333333333333,0.442,0.000337480594865795,0.00047668649917904,0.000284062344679535,0.000396609248687728,0.000139205904313245,0.000112546904008193,0.0486835685346215,0.0393710610111839,"",,
3443,Government social benefits officials,91079,104436,105552,103459,117594,170484,73504,176893,239561,216146,229558,286149,250497,205774,39,43,43,43,46,68,29,58,73,65,76,78,73,63,0.397102858290332,0.689931316907133,0.464666907029864,0.000877449546651068,0.00111226849808443,0.000676943779038368,0.00102100348466176,0.000234818951433359,0.000344059705623394,0.0820023322464839,0.119843827426409,"",,
3450,Police officers and detectives,834231,828312,803250,990299,1236653,1347314,1421425,1220069,1164892,1091213,1131101,1259462,1358964,1397195,238,231,234,278,330,347,356,304,308,296,287,331,358,380,0.290937552221671,0.598025147106275,0.447922616475932,0.00535469210520395,0.00670892109955686,0.00620041376970494,0.00693256176072774,0.00135422899435291,0.000732147991022795,0.44261589990949,0.250853996842817,"",,
3461,Social workers and related associate professionals,354375,397483,413302,396396,388917,487583,453421,468548,411981,494190,509550,462435,588875,543785,170,201,199,189,181,202,181,196,173,195,195,186,205,204,0.364256849454102,0.608666666666667,0.422848484848485,0.00382478007514568,0.00360163132713052,0.0026338887306264,0.00269813669320126,-0.000223148748015155,6.42479625748626e-05,-0.0779438347505407,0.022482997860909,"",,
3462,Recreation officers and related associate professionals,287515,286225,241867,351176,315260,361797,297165,296843,324557,403679,447338,393089,447154,437515,147,155,130,183,166,182,139,137,145,170,187,179,195,199,0.302845410354319,0.589279470301814,0.434503629692647,0.00330730982968479,0.00351335604950478,0.00213695243283541,0.00217084927926653,0.000206046219819983,3.38968464311182e-05,0.0719915463758094,0.0118633396753836,"",,
3471,Decorators and commercial designers,130048,124336,154614,117743,157519,182831,190966,237940,262529,362832,463361,305088,539646,403837,54,53,67,58,66,69,68,86,97,133,197,144,199,169,0.28838632477443,0.581843813329932,0.43707132117914,0.00121493014151686,0.00298370438375029,0.000966580491401768,0.00200374675243399,0.00176877424223342,0.00103716626103222,0.554324388301512,0.34821608259656,"",,
3472,"Radio, television and other announcers",32326,18704,28678,22245,28544,22253,17862,39603,29295,28790,24114,25404,52894,26252,13,6,13,12,13,10,9,17,11,13,10,12,16,14,0.283872760265237,0.553707952165036,0.418939020304067,0.000292483182217023,0.000247170777352095,0.000240262679664843,0.000130256414704193,-4.53124048649278e-05,-0.000110006264960651,-0.0158580122629086,-0.0384831841818473,"",,
3473,"Street, nightclub and related musicians, singers and dancers",64097,59426,57100,95000,62109,103986,86758,51638,129170,105584,134935,124614,165132,113231,39,38,39,54,49,56,44,38,55,58,74,74,84,57,0.324272084460421,0.673134169372855,0.481967589597349,0.000877449546651068,0.00100633816493353,0.000476400327243627,0.00056182630250535,0.000128888618282461,8.54259752617236e-05,0.0450804533444779,0.0298901866300242,"",,
3475,"Athletes, sportspersons and related associate professionals",118482,145704,136132,184109,184197,254641,215874,198905,270125,404443,416310,386036,400309,414776,53,70,62,76,83,117,94,92,101,143,152,120,141,145,0.262866452543761,0.564976071611657,0.434076636947973,0.00119243143519248,0.0025599830511467,0.000880616309226319,0.00205802356640813,0.00136755161595422,0.00117740725718181,0.446416551427766,0.390887319222176,"",,
3476,Property managers and related associate professionals,17635,24980,46200,37364,43679,32568,42584,54082,40825,48698,69148,48271,56632,49438,7,12,19,17,23,13,22,23,23,21,27,20,24,27,0.243269668179015,0.599352070063083,0.470044382803117,0.000157490944270704,0.00047668649917904,0.000131071965473288,0.000245300039240663,0.000319195554908336,0.000114228073767375,0.111257107719891,0.0399585451527728,"",,
4111,Data entry operators,29521,38270,38901,43611,50523,54089,28567,45708,43119,44673,73303,46183,59025,57841,14,19,18,18,23,23,12,18,16,23,26,22,25,21,0.332071475367733,0.574497828797706,0.412088298391715,0.000314981888541409,0.000370756166028142,0.000219414544527187,0.000286993801725781,5.57742774867333e-05,6.75792571985945e-05,0.0195185180693909,0.0236483306410746,"",,
4112,Office secretaries,33005,69271,57251,77732,65349,73469,45678,59842,48120,120182,97187,89164,107926,102305,12,21,22,27,28,24,13,23,18,35,29,23,32,28,0.347520905565776,0.58531150168494,0.413013751454429,0.000269984475892636,0.00049434155470419,0.000245309340541303,0.000507613991555403,0.000224357078811553,0.0002623046510141,0.0783641725881133,0.0915499950188965,"",,
4120,Numerical clerks,288808,279987,254861,269458,251663,310713,336170,369991,321871,414084,382616,409352,436881,415732,118,120,105,109,99,116,115,128,119,133,130,123,143,140,0.534472025869187,0.645132166003359,0.377709303108993,0.00265484734627759,0.00247170777352095,0.00214656264272239,0.00206276701957197,-0.000183139572756641,-8.37956231504199e-05,-0.064011279393132,-0.0293200633908526,"",,
4131,Stock clerks and storekeepers,2118387,2366804,2417372,2923603,2928170,3276695,3155015,3191013,3109342,3117167,3189892,3028991,3319908,3103663,895,1009,1010,1205,1186,1258,1190,1203,1163,1142,1132,1101,1200,1149,0.400513416714745,0.59793460926422,0.40204274069202,0.0201363421603258,0.0202856587983969,0.0157448907129607,0.0153996653523564,0.000149316638071138,-0.000345225360604383,0.0522133229971754,-0.12024595555416,"",,
4132,Transport clerks,418570,313012,409571,418791,301622,475606,432400,340430,434038,410148,455856,459408,363258,536048,133,98,139,134,104,151,131,106,132,117,123,125,104,146,0.398126675194808,0.651009411166222,0.437569164556669,0.00299232794114338,0.00257763810667185,0.00311101744191405,0.00265974747026334,-0.000414689834471539,-0.000451269971650712,-0.144134948408117,-0.156650419631717,"",,
4140,Library and filing clerks,48626,36793,72612,58588,46030,60680,60384,45822,34153,25460,50321,39548,33168,42765,27,28,43,37,30,32,34,26,22,17,28,32,21,20,0.231203830522871,0.529397767600468,0.421062298473944,0.000607465070758431,0.000353101110502993,0.000361412270660851,0.000212190140744507,-0.000254363960255439,-0.000149222129916344,-0.0887932916683782,-0.0521803351820956,"",,
4150,Mail carriers and sorting clerks,775420,799258,789705,836210,804372,511274,460789,403197,376716,407964,367468,404554,404452,426761,341,353,353,369,349,232,192,190,187,178,175,180,181,199,0.313695208921842,0.512331557341253,0.375028254419468,0.00767205885661574,0.00351335604950478,0.0057633015858972,0.00211749039294439,-0.00415870280711097,-0.00364581119295282,-0.968829955078155,-0.906087222288821,"",,
4190,Other office clerks,1023887,1098830,1107026,1172177,1386635,1458009,1450691,1479910,1605683,1779363,1729011,1627209,1712752,1754481,411,446,453,471,510,496,523,524,569,601,580,535,567,589,0.379076614412057,0.595754462691311,0.408063392754066,0.00924696829932279,0.0103988277043131,0.00761003013963984,0.00870533310706334,0.00115185940499034,0.0010953029674235,0.383219622342208,0.366076312004676,"",,
4211,Cashiers and ticket clerks,70356,85528,83643,63975,69373,90141,110794,91260,105696,125106,159680,173042,139076,144269,41,40,40,34,37,44,47,48,61,65,70,74,65,57,0.391554689998567,0.581079488092131,0.392761378682538,0.00092244695929984,0.00100633816493353,0.000522920283688045,0.00071582975365531,8.38912056336885e-05,0.000192909469967265,0.0293534884762996,0.0674159951174296,"",,
4212,Tellers and other counter clerks,81910,74652,98744,14893,39867,34241,8031,11365,23247,8020,7633,14359,6654,24173,20,19,24,8,9,9,6,8,10,7,5,5,3,10,0.397103839330908,0.621275028431371,0.417354915281029,0.000449974126487727,0.000176550555251496,0.000608795275980552,0.000119940892604162,-0.000273423571236231,-0.00048885438337639,-0.095407704979589,-0.169458127046331,"",,
4213,Croupiers and related clerks,18247,15062,2719,17564,13764,19766,11831,21126,32244,26689,32290,20498,52309,44160,8,8,3,7,10,9,6,9,17,13,11,12,22,24,0.454098800891967,0.600092898913951,0.380926877800562,0.000179989650595091,0.000423721332603591,0.000135620649503322,0.000219111811417688,0.0002437316820085,8.34911619143659e-05,0.085100059739721,0.0292135932071779,"",,
4215,Debt-collectors and related workers,2331,21497,13795,18124,14177,12114,16985,14525,34019,18707,38748,37611,61290,18092,1,7,5,5,6,5,7,4,12,6,13,9,18,7,0.404001012801923,0.583511889836814,0.388693469879049,2.24987063243863e-05,0.000123585388676047,1.73251347614536e-05,8.97683625944025e-05,0.000101086682351661,7.24432278329489e-05,0.0353655872377569,0.0253496983791358,"",,
4221,Travel agency and related clerks,82425,75049,73435,101892,89384,100689,96202,100076,89920,72502,104008,113998,90386,91381,35,35,32,42,37,40,31,40,36,32,37,38,31,31,0.364024097272343,0.587214941585068,0.406950822477304,0.000787454721353522,0.000547306721279638,0.000612623008456806,0.00045341160414764,-0.000240148000073884,-0.000159211404309167,-0.0838547010948034,-0.0556664213658724,"",,
4222,Receptionists,73350,98015,88542,98232,120069,118319,165097,140792,193253,253148,158372,211225,248087,306531,39,49,48,50,56,58,76,62,88,109,71,89,109,130,0.366891923623731,0.60168290050473,0.418973471308674,0.000877449546651068,0.00229515721826945,0.000545173159482035,0.00152093665456692,0.00141770767161838,0.00097576349508489,0.460601132999975,0.329097883889221,"",,
4223,Telephone switchboard operators,55587,44932,62643,63026,118746,85631,121285,101694,110706,156165,131192,168320,193997,227309,33,24,33,37,59,42,49,42,52,61,59,76,80,98,0.378581915666526,0.602397173056476,0.414545862249994,0.000742457308704749,0.00173019544146466,0.000413149835257367,0.00112785522512553,0.000987738132759914,0.000714705389868161,0.332846415706861,0.245116904422372,"",,
4224,Transport information clerks,40825,45757,42229,101880,112275,151841,136685,134120,76758,69091,88659,72523,145904,120841,16,19,16,41,45,56,54,48,31,28,34,25,49,41,0.364221434165368,0.587016401404522,0.406752644815231,0.000359979301190182,0.000723857276531135,0.000303431414258406,0.000599585380514603,0.000363877975340953,0.000296153966256197,0.126675342531238,0.10328503949458,"",,
5111,Travel attendants and travel stewards,62167,63936,42251,77819,63048,54035,52069,44299,59238,46847,56782,48758,78454,38045,22,24,15,26,21,19,17,13,20,15,17,16,25,13,0.201345184655696,0.589057939864568,0.483527282812175,0.0004949715391365,0.000229515721826945,0.00046205562107048,0.000188770581190805,-0.000265455817309555,-0.000273285039879675,-0.0926435748624029,-0.095359658796292,"",,
5112,Transport conductors,61806,72051,90350,70165,61616,71377,70229,51861,64644,109860,73777,92402,111651,59153,24,27,31,25,22,26,25,18,22,32,25,34,39,23,0.375833694957259,0.575333333333333,0.395090909090909,0.000539968951785272,0.000406066277078441,0.000459372492091979,0.000293503645398336,-0.000133902674706831,-0.000165868846693643,-0.0468316689315543,-0.0579890084275761,"",,
5121,Housekeepers and related workers,83616,54887,67419,59184,39581,52737,57278,31130,32790,42547,47727,52352,42238,57664,35,26,30,29,19,27,23,14,16,17,19,15,13,19,0.310479169595018,0.653880124226923,0.478606060606061,0.000787454721353522,0.000335446054977843,0.000621475104338785,0.000286115568242518,-0.000452008666375679,-0.000335359536096267,-0.156902659975483,-0.116841217641958,"",,
5122,Cooks,393813,413620,544243,619746,731844,726169,893032,926128,1025632,1185863,1323473,1340013,1396500,1458028,271,288,333,379,432,390,449,472,505,543,625,602,604,608,0.269952669472156,0.577300010926008,0.439369639917464,0.0060971494139087,0.010734273759291,0.00292701128091477,0.00723440118156044,0.00463712434538227,0.00430738990064567,1.01858971439026,0.985119871149593,"",,
5123,"Waiters, waitresses and bartenders",153415,181461,172048,235494,278761,279502,303398,345875,358283,364732,551564,402910,418208,542106,110,127,124,162,172,184,185,201,211,220,265,208,237,263,0.237225818903194,0.52919732113438,0.417486130935339,0.0024748576956825,0.00464327960311435,0.00114025549096028,0.00268980587953798,0.00216842190743185,0.0015495503885777,0.649203064777963,0.496945234088624,"",,
5131,Child-care workers,253505,287479,269349,328079,397717,450847,401226,434503,475801,441677,524156,569461,534980,612836,181,200,190,224,244,251,228,246,272,248,271,288,297,318,0.264597846095279,0.544198155756672,0.416668044044723,0.00407226584471393,0.00561430765699758,0.00188417343959773,0.00304075194886708,0.00154204181228365,0.00115657850926936,0.49491229742134,0.384639576299541,"",,
5132,Assistant nurses and hospital ward assistants,785179,708012,747133,851421,766471,693921,818879,804654,801313,768275,890986,930957,938324,922164,368,345,385,421,377,340,365,337,347,323,361,358,380,369,0.254340512723242,0.569489218982883,0.442022968434917,0.00827952392737418,0.00651471548878021,0.00583583525819966,0.00457556667717801,-0.00176480843859396,-0.00126026858102164,-0.553320307532196,-0.415423062615826,"",,
5133,Home-based personal care and related workers,832627,927515,1114150,1027909,1162121,1237281,1302779,1311139,1395783,1452402,1617948,1851769,1752833,1845818,519,571,657,670,685,662,674,694,746,738,788,858,855,872,0.256356889904999,0.563658391162029,0.436385547190398,0.0116768285823565,0.0153952084179305,0.00618849205535172,0.00915852639328294,0.00371837983557396,0.00297003433793122,0.915633024229786,0.804769010820898,"",,
5134,"Attendants, psychiatric care",848902,883008,898885,790120,951795,966557,917265,1058480,1069941,1135116,1157692,1142601,1104933,1057510,412,454,453,411,471,456,402,463,455,457,449,453,462,418,0.256356889904999,0.563658391162029,0.436385547190398,0.00926946700564718,0.00737981320951255,0.0063094558340916,0.00524712254738042,-0.00188965379613463,-0.00106233328671117,-0.584332852868827,-0.355976871710249,"",,
5135,Dental nurses,4061,2309,4978,2840,0,2399,1070,0,0,2246,0,6459,6476,0,2,2,2,1,0,1,1,0,0,2,0,3,2,0,0.216359117637661,0.568219761121399,0.457639969207183,4.49974126487727e-05,0,3.01833428855698e-05,0,-4.49974126487727e-05,-3.01833428855698e-05,-0.0157477925173164,-0.0105637770431941,"",,
5139,Personal care and related workers not elsewhere classified,49494,50375,47033,52076,62653,100006,55155,55127,46766,106374,91682,105143,141343,105264,23,23,26,24,32,46,27,29,24,46,40,49,55,47,0.256412835942385,0.562697914636111,0.435613191016163,0.000517470245460886,0.000829787609682033,0.000367863672193645,0.000522295872216294,0.000312317364221146,0.000154432200022649,0.108878789689225,0.0539987244402658,"",,
5141,"Hairdressers, barbers, beauticians and related workers",56527,57271,48282,59778,63061,72511,81979,80251,89335,91952,70452,100315,93568,121107,29,34,34,37,43,42,52,53,41,50,87,95,86,96,0.29075678146973,0.560042879216275,0.416909731851414,0.000652462483407204,0.00169488533041436,0.000420136376087812,0.000600905211625045,0.00104242284700716,0.000180768835537233,0.349840715164463,0.0631848730264976,"",,
5142,Undertakers,37099,56287,15800,41958,42065,31661,31831,58323,51365,43032,46428,23228,59524,37906,15,23,8,17,18,12,14,21,17,14,14,11,15,11,0.136647984725213,0.537187004348938,0.471530128607642,0.000337480594865795,0.000194205610776646,0.000275737955604963,0.000188080895009033,-0.000143274984089149,-8.765706059593e-05,-0.0501042743887435,-0.0306703506915293,"",,
5149,Personal services workers not elsewhere classified,16437,16641,10592,3686,8683,6321,13468,16784,3985,10449,16434,25836,46265,26203,6,7,5,2,3,6,5,8,6,4,7,11,20,12,0.247534021186893,0.542394821840422,0.423779784240241,0.000134992237946318,0.000211860666301796,0.000122167842159594,0.00013001328792069,7.68684283554774e-05,7.84544576109644e-06,0.0268974615137676,0.00274589911503799,"",,
5151,Fire-fighters,497254,421075,497288,512964,445569,496161,436350,402530,452797,489027,472845,522460,492950,485897,169,142,177,176,147,156,132,120,131,137,134,138,137,135,0.122489933323256,0.6277645014495,0.555690836987387,0.00380228136882129,0.0023834324958952,0.00369583550436373,0.00241090968823416,-0.00141884887292609,-0.00128492581612958,-0.460921589620941,-0.422624410247706,"",,
