ssyk96,ssyk96_occ_title,tot_earnings_1962,tot_earnings_1963,tot_earnings_1964,tot_earnings_1965,tot_earnings_1966,tot_earnings_1967,tot_earnings_1968,tot_earnings_1969,tot_earnings_1970,tot_earnings_1971,tot_earnings_1972,tot_earnings_1973,tot_earnings_1974,tot_earnings_1975,obs_1962,obs_1963,obs_1964,obs_1965,obs_1966,obs_1967,obs_1968,obs_1969,obs_1970,obs_1971,obs_1972,obs_1973,obs_1974,obs_1975,log_ratio,sum_reasoning_ability,sum_knowledge,share_emp_1962,share_emp_1975,share_earn_1962,share_earn_1975,d_share_emp,d_share_earn,d_share_emp_t,d_share_earn_t,sector,x_plot,y_plot
5152,Security guards and patrolmen,404565,480038,477215,585025,671149,777426,689496,682055,707504,789176,880584,835026,951163,1006323,174,202,200,253,286,308,251,273,270,296,305,311,342,350,0.294663664758758,0.602474054371613,0.449042264715579,0.00391477490044322,0.00617926943380237,0.00300692541603067,0.00499314437050005,0.00226449453335915,0.00198621895446938,0.670195901563533,0.607481465332002,"",,
5153,Prison guards,298013,251023,283484,299963,343998,324261,315087,272367,318830,287926,328091,312795,307479,347673,137,118,143,127,154,137,134,109,122,113,124,122,120,132,0.304198114076634,0.635686226639928,0.469200352993709,0.00308232276644093,0.00233046732931975,0.00221497871542904,0.0017250738408293,-0.000751855437121179,-0.000489904874599734,-0.257315773193509,-0.169815319716112,"",,
5159,Protective services workers not elsewhere classified,81074,49646,62470,67832,90362,74099,81437,84392,91669,41455,85153,96433,80933,77403,29,15,23,26,34,24,26,31,33,13,30,31,27,24,0.261637636525471,0.579344348851545,0.446847155725462,0.000652462483407204,0.000423721332603591,0.000602581714135603,0.000384055967825256,-0.000228741150803613,-0.000218525746310347,-0.0798890104545832,-0.0763353936668656,"",,
5221,"Shop salespersons, food stores",634476,667231,641351,809965,811699,976187,910092,1009049,987386,1156943,1181840,1208124,1331679,1102963,291,302,284,368,357,415,364,408,425,459,458,489,519,453,0.243437799952741,0.589008589125172,0.461939628599752,0.00654712354039643,0.00799774015289278,0.00471573668078424,0.00547264992881992,0.00145061661249635,0.000756913248035685,0.469801190629782,0.258970639002279,"",,
5222,"Shop salespersons, non-food stores",1171893,1333622,1565271,1760498,1850419,2192140,2064961,2225285,2272121,2460674,2483678,2384774,2441321,2432749,536,587,697,757,808,870,827,879,885,897,916,890,921,928,0.244200176681339,0.589045608109467,0.46161704761581,0.0120593065898711,0.0163838915273389,0.00871008329086408,0.0120707436620147,0.00432458493746777,0.00336066037115063,0.986953648679758,0.866201810250373,"",,
5223,Café-keepers,14351,18059,11042,11600,22057,17836,26380,2040,28186,30808,33215,32270,40524,55276,13,16,8,10,16,16,16,10,17,23,28,20,29,29,0.132085565867702,0.549006377748944,0.478224279281429,0.000292483182217023,0.000511996610229339,0.000106663667508203,0.000274266858875094,0.000219513428012317,0.000167603191366891,0.0766790627655963,0.0585939687856893,"",,
5224,"Salespersons, stalls",19885,22269,15679,26533,38709,44968,25723,25152,41152,30767,31264,38577,40819,43904,19,20,12,22,26,28,20,20,28,27,26,30,29,28,0.32086373392353,0.601856970611707,0.439225067580142,0.000427475420163341,0.00049434155470419,0.000147795068524884,0.000217841598018165,6.68661345408489e-05,7.00465294932811e-05,0.0233988758014066,0.0245113752698033,"",,
5225,"Salespersons, petrol stations",174898,163660,182943,156987,232922,183281,237346,241818,232455,230962,238840,209488,183857,178163,71,66,74,68,96,72,91,91,80,83,86,78,69,71,0.233772378685008,0.624635751330987,0.494266615376371,0.00159740814903143,0.00125350894228562,0.00129992767889692,0.000884004023043696,-0.000343899206745807,-0.000415923655853223,-0.119788455405078,-0.144557850488136,"",,
5226,"Salespersons, cars, boats and caravans",263683,302313,334066,496771,502412,505186,487316,523896,544213,625390,698461,666717,654216,664028,85,98,101,151,149,138,145,142,158,158,171,167,156,161,0.249634762224452,0.560906651584063,0.437069733393978,0.00191239003757284,0.00284246393954909,0.0019598213253129,0.00329475493460291,0.00093007390197625,0.00133493360929001,0.314707453071314,0.437086994411236,"",,
5227,Demonstrators and telephone salespersons,105509,137331,163176,223874,227971,281970,234142,240256,253880,267067,272004,332091,292600,339214,58,63,72,82,98,101,94,103,112,114,121,140,135,135,0.286877375240208,0.590394691134772,0.44442396893029,0.00130492496681441,0.0023834324958952,0.000784194613275938,0.00168310221916304,0.00107850752908079,0.000898907605887099,0.360941072233322,0.304812961512773,"",,
6111,Field crop and vegetable growers,52702,39661,56013,40515,47358,113501,87829,76538,151870,126059,87618,90629,115375,89666,88,71,82,58,66,136,134,118,135,126,109,120,116,112,0.219590974380755,0.576978687839532,0.460218642758551,0.001979886156546,0.00197736621881676,0.000391707100900098,0.000444902166725055,-2.51993772924048e-06,5.31950658249568e-05,-0.000881977976541574,0.0186161222061029,"",,
6112,Horticultural and nursery growers,68524,58640,61944,60032,73386,82957,93303,79994,83587,103349,94019,88002,82673,82176,51,50,41,49,51,46,52,44,40,46,51,41,42,46,0.220669234417828,0.569394313967862,0.457627734166671,0.0011474340225437,0.000812132554156883,0.000509303961558923,0.000407738501246829,-0.000335301468386821,-0.000101565460312094,-0.116821170092667,-0.0355329490318941,"",,
6113,"Gardeners, parks and grounds",373587,398162,429847,433659,441520,459162,543183,471684,431193,517295,528697,576638,525337,457028,190,209,216,231,233,227,250,231,198,245,232,263,250,213,0.232171061204405,0.580672106566238,0.460783924082334,0.00427475420163341,0.00376052682685687,0.00277668173321629,0.0022676683185825,-0.000514227374776535,-0.000509013414633792,-0.178073160140436,-0.176304971557764,"",,
6121,Dairy and livestock producers,134907,128103,134817,131067,110543,166067,177313,171643,178226,177267,166809,143214,152209,153687,277,292,265,240,196,301,280,245,265,221,223,232,226,170,0.25725216238905,0.558744808809785,0.431943337433829,0.00623214165185502,0.00300135943927544,0.00100269496150297,0.000762559713798692,-0.00323078221257958,-0.000240135247704279,-0.846695119818322,-0.0838502690746939,"",,
6122,Poultry producers,18135,15257,9838,13784,10438,11060,15034,2871,2218,13216,17283,23846,23722,14542,9,11,6,10,6,7,7,2,2,6,11,9,9,5,0.291099732689752,0.594575325406234,0.442979237356864,0.000202488356919477,8.82752776257481e-05,0.000134788210595865,7.2154075218207e-05,-0.000114213079293729,-6.26341353776581e-05,-0.03995330546095,-0.0219184367046678,"",,
6129,Animal producers and related workers not elsewhere classified,6544,15253,20796,13944,11717,20375,15127,21689,15620,20398,26201,21487,21560,22927,14,19,20,18,14,18,8,10,16,14,22,21,11,24,0.291099732689752,0.594575325406234,0.442979237356864,0.000314981888541409,0.000423721332603591,4.86382161642868e-05,0.000113758525823672,0.000108739444062182,6.51203096593848e-05,0.03804044566212,0.0227881629274222,"",,
6130,Crop and animal producers,132326,133922,115832,128956,131868,187248,254791,223913,175671,234133,206057,297341,255210,190973,105,93,97,104,98,167,205,182,147,191,172,202,188,160,0.218824778258995,0.576533386645342,0.460342675051192,0.00236236416406057,0.00282480888402394,0.000983511704180229,0.000947564310730756,0.000462444719963374,-3.59473934494729e-05,0.160464069636356,-0.0125809238972277,"",,
6140,Forestry and related workers,176401,214211,225488,237302,223347,207086,205750,193121,147379,184328,187250,206456,189723,194633,90,106,110,112,110,101,96,90,79,85,104,100,100,100,0.459119574148722,0.663149663007895,0.423207293034329,0.00202488356919477,0.00176550555251496,0.00131109871173538,0.000965724392927059,-0.000259378016679809,-0.000345374318808326,-0.0905341399146721,-0.120297340402673,"",,
6151,Aquatic-life cultivation workers,16816,8243,12200,14567,9440,15608,5136,10511,9823,15847,22161,11041,2712,0,6,3,5,6,6,7,3,5,3,6,7,4,3,0,0.294471732675644,0.659774624373957,0.492619669145546,0.000134992237946318,0,0.000124984755962507,0,-0.000134992237946318,-0.000124984755962507,-0.0472121735002088,-0.043716793380029,"",,
6152,Fishery workers,5082,19061,18537,4350,19612,21320,25331,28985,26253,15076,45367,19653,21903,10235,4,16,13,8,9,39,33,30,28,20,25,24,12,15,0.303649144048462,0.669,0.495545454545455,8.99948252975454e-05,0.000264825832877244,3.77719154258719e-05,5.07837271254538e-05,0.000174831007579699,1.30118116995819e-05,0.0611146510534202,0.0045541026107899,"",,
6153,Hunters and trappers,6029,1352,7520,2649,2856,3862,2926,0,0,3838,11839,3409,3600,0,2,2,3,2,1,2,2,1,0,2,3,1,1,0,0.269414709540458,0.677229218407597,0.517960077030347,4.49974126487727e-05,0,4.48104836880326e-05,0,-4.49974126487727e-05,-4.48104836880326e-05,-0.0157477925173164,-0.0156823835374035,"",,
7111,"Miners, shot firers and quarry workers",152490,159602,168654,255633,271786,236070,229817,284364,242751,321385,262864,302128,319776,217612,51,54,54,75,76,67,63,68,57,73,62,71,73,47,0.259188175462707,0.636604801992956,0.49216720464676,0.0011474340225437,0.000829787609682033,0.00113338043748351,0.00107974093084751,-0.000317646412861671,-5.36395066360025e-05,-0.110721559794698,-0.0187716221358539,"",,
7112,"Stone splitters, cutters and carvers",38001,38499,35302,49446,23706,32790,61564,41632,73906,42417,57188,67683,53387,56150,20,17,18,21,13,15,25,19,29,23,19,24,19,22,0.33923215750106,0.567333333333333,0.404121212121212,0.000449974126487727,0.000388411221553292,0.000282442061806092,0.000278603446809402,-6.15629049344352e-05,-3.83861499668947e-06,-0.0215436830829268,-0.00134351444047897,"",,
7121,"Bricklayers, stonemasons and tile setters",400593,352451,427961,494781,557726,651508,581037,529122,628320,673268,850793,875647,756228,833960,196,164,206,240,237,267,235,210,258,265,321,330,292,333,0.27685659007657,0.631636362583502,0.479792076966682,0.00440974643957972,0.00587913348987483,0.00297740356477692,0.0041379186197893,0.0014693870502951,0.00116051505501238,0.475010561180523,0.385822815232334,"",,
7122,"Concrete placers, concrete finishers and related workers",457332,576024,676158,769720,747362,704909,634816,631855,676249,660729,743170,802231,761062,703577,180,226,265,289,284,252,217,215,224,215,231,247,244,227,0.295713196106408,0.652355204543654,0.486477502497137,0.00404976713838954,0.00400769760420897,0.0033991156287967,0.00349098801951592,-4.20695341805779e-05,9.18723907192141e-05,-0.0147232729929182,0.0321442611171151,"",,
7123,Carpenters and joiners,2267806,2559029,2597252,2814184,2786567,2948160,2996323,2521538,3070881,3871237,4179590,4088225,4113693,3535287,1028,1114,1166,1228,1197,1196,1152,1028,1228,1429,1636,1576,1576,1383,0.276742157239937,0.632888409777452,0.480159177862124,0.0231286701014692,0.0244169417912819,0.0168554459729014,0.0175412848381206,0.00128827168981277,0.000685838865219203,0.423598035528856,0.235586208401709,"",,
7124,Rail and road construction workers,641164,670579,765297,898146,1001036,1115529,1227531,945088,960343,1025960,1161886,1087529,1079760,1083312,251,267,306,343,374,402,412,316,317,344,365,343,337,344,0.257130410353668,0.592995452188475,0.458077937975115,0.00564717528742097,0.00607333910065147,0.00476544517554383,0.00537514616509327,0.000426163813230498,0.000609700989549443,0.148065723296247,0.210241899493534,"",,
7129,Building frame and related trades workers not elsewhere classified,771119,748106,899488,963515,1107585,1004954,1126184,1049110,1021692,1287935,1326056,1304932,1330542,1159435,321,322,389,415,455,412,457,438,441,517,518,534,557,495,0.295713196106408,0.652355204543654,0.486477502497137,0.00722208473012802,0.00873925248494906,0.00573133444535279,0.00575285106592091,0.00151716775482105,2.15166205681161e-05,0.488145755038331,0.00753067483808489,"",,
7131,Roofers,131426,106367,109204,142214,161729,146830,115548,157741,148318,216958,197569,213300,233290,223489,52,55,62,72,72,65,46,63,64,84,83,74,90,86,0.153601588181429,0.533333333333333,0.457393939393939,0.00116993272886809,0.00151833477516287,0.00097682246295959,0.00110890125955452,0.000348402046294778,0.000132078796594933,0.121341651165869,0.0461946916891294,"",,
7132,Floor layers,200889,235372,309298,323387,351295,397959,328160,325404,337926,339426,320459,355978,321186,315470,94,110,133,145,144,147,130,131,128,121,114,119,106,111,0.364074483160326,0.569575750338349,0.395613138791787,0.00211487839449232,0.00195971116329161,0.00149310553285871,0.00156528992635729,-0.000155167231200708,7.21843934985817e-05,-0.0542552323819717,0.0252591643571485,"",,
7133,Insulation workers,108115,136548,116350,164396,177288,170352,137403,117163,141749,155116,139534,133966,164454,122817,45,59,51,68,71,62,47,46,53,59,45,49,60,42,0.254366917739849,0.513045999409507,0.39855414016158,0.00101244178459739,0.000741512332056284,0.000803563682854809,0.00060938984019217,-0.000270929452541101,-0.000194173842662639,-0.0945426140223543,-0.0678565042114085,"",,
7134,Glaziers,123078,107059,167824,166502,197031,173507,173563,168707,140974,195593,191253,236965,164984,196713,54,48,76,73,87,70,66,63,58,71,66,83,58,74,0.422919658972552,0.558666666666667,0.366,0.00121493014151686,0.00130647410886107,0.000914776034393046,0.000976044876798182,9.15439673442097e-05,6.12688424051359e-05,0.0320294312420848,0.0214408087317741,"",,
7135,Plumbers,1103983,1112416,1068414,1428009,1414148,1545211,1463785,1402283,1566730,1638372,1812322,1696382,1762829,1464652,413,425,405,511,498,526,475,473,513,511,543,504,521,449,0.272709432233459,0.660127326222683,0.503620160910194,0.00929196571197156,0.00792711993079218,0.00820534287831569,0.0072672679532731,-0.00136484578117938,-0.000938074925042591,-0.445645750017801,-0.317237407034289,"",,
7136,Building and related electricians,1163542,1252393,1412494,1611827,1921008,2246618,2207777,2190928,2095498,2252704,2041507,1607753,1787205,1779467,424,456,523,565,665,744,712,700,661,689,609,478,526,531,0.383762414709022,0.698321625375432,0.475679657326283,0.00953945148153981,0.00937483448385445,0.0086480145648268,0.0088293079195652,-0.000164616997685359,0.000181293354738401,-0.0575523219497405,0.0633677206859074,"",,
7137,Building caretakers,1756947,1792674,1831931,2047627,1929570,1800146,1778571,1649066,1760692,1590891,1720429,1793882,1657967,1588185,839,839,869,947,876,785,744,690,712,673,693,721,671,651,0.272622903768775,0.467333333333333,0.355818181818182,0.0188764146061601,0.0114934411468724,0.0130584914387523,0.00788021042156706,-0.00738297345928774,-0.00517828101718527,-1.20155483029423,-1.06660664427751,"",,
7139,Building finishers and related trade,161968,138595,178394,157895,191235,208371,193277,157225,186206,212943,266533,203095,161246,193015,68,66,81,70,85,89,79,70,77,81,99,83,64,80,0.31507643997311,0.647049940096694,0.471924684316849,0.00152991203005827,0.00141240444201197,0.00120382558002708,0.000957696247300387,-0.000117507588046302,-0.000246129332726692,-0.0411044903971036,-0.0859331154076629,"",,
7141,Painters and related workers,643687,636922,749398,859932,868169,930248,951381,921517,1151215,1214067,1393965,1269214,1219953,1057132,305,293,349,378,368,386,381,369,449,459,532,494,485,421,0.196375122337047,0.617638863770632,0.505549140992155,0.00686210542893784,0.00743277837608799,0.00478419734843235,0.00524524699790769,0.000570672947150156,0.000461049649475343,0.197141250289191,0.159988223263631,"",,
7142,Varnishers and related painters,209534,237164,348169,230324,321796,271288,195776,206563,245574,236809,272995,252392,310813,247982,95,97,141,99,138,117,80,83,96,87,97,85,108,95,0.449396928374336,0.505320024953213,0.323171893608575,0.0021373771008167,0.00167723027488921,0.00155735941102807,0.00123042991890809,-0.000460146825927488,-0.000326929492119979,-0.159680239060928,-0.113929812987324,"",,
7143,Building structure cleaners,239738,203004,246565,352769,309360,292022,281116,342789,288767,333349,386032,357954,336720,320295,105,97,107,155,137,123,111,132,116,117,137,121,131,124,0.266744545514476,0.606440217705981,0.464211121112111,0.00236236416406057,0.00218922688511855,0.00178185034639269,0.00158923047187564,-0.000173137278942013,-0.00019261987451705,-0.0605240361265958,-0.0673150959908382,"",,
7211,Metal moulders,86374,80803,79274,81651,152401,107407,85357,87229,86107,104187,94421,64310,79006,104538,32,36,28,30,57,40,30,33,34,32,29,24,25,31,0.450380819766586,0.562326340585759,0.35830956271299,0.000719958602380363,0.000547306721279638,0.000641973912434919,0.000518693626403585,-0.000172651881100725,-0.000123280286031334,-0.0603547667192939,-0.0431213528680926,"",,
7212,Welders and flame cutters,1096219,1023735,1206624,1242056,1355347,1661316,1681820,1338828,1388016,1459178,1149554,1290312,1297645,1341481,474,443,538,521,553,630,598,519,536,498,414,450,451,477,0.341478733295482,0.504134159851038,0.359169288281976,0.0106643867977591,0.00842146148549637,0.00814763702405231,0.0066561216461144,-0.00224292531226276,-0.00149151537793791,-0.665542205912373,-0.481116186319821,"",,
7213,Sheet-metal workers,546734,581889,663710,830310,757750,958975,949594,994247,824326,899821,961601,810527,858516,800990,249,265,287,352,312,373,347,372,305,321,331,273,293,268,0.357070801271021,0.605104268385305,0.423529086845277,0.0056021778747722,0.0047315548807401,0.00406359512169395,0.00397432902688981,-0.000870622994032101,-8.92660948041343e-05,-0.295779638429287,-0.0312329733095799,"",,
7214,Structural-metal preparers and erectors,146231,204896,146908,211383,207530,173392,184573,171381,191771,160690,129010,156067,112500,130254,65,92,63,95,84,70,71,75,70,58,50,61,39,52,0.237652421058108,0.53981890784629,0.426133903469692,0.00146241591108511,0.000918062887307781,0.00108686048103909,0.000646290531802526,-0.000544353023777332,-0.000440569949236567,-0.188267214359793,-0.152994468998298,"",,
7216,Underwater workers,40,10763,8233,15283,18345,23725,34514,21217,14638,40155,9860,27481,26777,28858,2,3,5,6,5,7,14,8,6,10,4,8,11,8,0.302616599681874,0.616,0.455151515151515,4.49974126487727e-05,0.000141240444201197,2.97299609806154e-07,0.000143186790169648,9.62430315524243e-05,0.000142889490559842,0.0336723290844406,0.049969689177854,"",,
7221,"Blacksmiths, hammer-smiths and forging-press workers",203009,152695,213159,211621,252530,284377,186660,251598,233665,317226,257627,234209,244867,242989,81,66,93,90,106,106,75,91,84,106,97,84,82,90,0.167166047939329,0.541333333333333,0.458,0.00182239521227529,0.00158895499726347,0.00150886241217844,0.0012056557958463,-0.000233440215011828,-0.000303206616332138,-0.0815229932887857,-0.105726604919354,"",,
7222,Tool-makers and related workers,291180,289957,292148,385212,402891,425761,403585,262501,295986,260545,246469,309970,235631,235606,115,112,114,146,152,140,134,100,100,80,78,94,70,69,0.290710992965918,0.599182061166795,0.448157515011332,0.00258735122730443,0.00121819883123532,0.0021641925095839,0.00116902303987491,-0.00136915239606911,-0.000995169469708993,-0.446872292341273,-0.335167847397802,"",,
7223,Machine-tool setters and setter-operators,74466,106020,93093,101822,103207,103575,112954,89826,125645,122653,87297,102137,102414,66197,28,38,39,35,37,33,38,31,39,38,27,31,33,18,0.436542496242313,0.583304456340881,0.378557186200426,0.000629963777082818,0.000317790999452693,0.000553467818595627,0.000328454360969581,-0.000312172777630125,-0.000225013457626046,-0.108828781647452,-0.0785924931862449,"",,
7224,"Metal wheel-grinders, polishers and tool sharpeners",155420,213153,235970,75556,130140,114740,102126,89031,68437,109594,43773,78736,112696,88301,61,81,92,41,51,44,40,33,30,36,16,30,42,29,0.239613045516058,0.508333779562695,0.399062756074804,0.00137242108578757,0.000511996610229339,0.00115515763390181,0.000438129349184631,-0.000860424475558228,-0.000717028284717181,-0.29251019177283,-0.245881893844289,"",,
7231,Motor vehicle mechanics and fitters,1261869,1415313,1503489,1651258,1893555,2341235,2114537,1989628,2033241,2277761,1949111,2146560,2119097,2194693,524,600,641,677,764,879,784,740,756,802,703,778,744,749,0.300362857773162,0.625201167371344,0.464792057468252,0.0117893221139784,0.0132236365883371,0.00937882903316205,0.0108895642829647,0.00143431447435862,0.00151073524980264,0.465254368560276,0.486387932727442,"",,
7232,Aircraft engine mechanics and fitters,32638,57731,54492,61002,34410,89180,51043,34876,39824,33891,35835,30745,36184,9041,9,19,19,17,11,24,14,10,12,9,9,11,9,3,0.259154712153979,0.695198533026241,0.538337680126814,0.000202488356919477,5.29651665754489e-05,0.000242581616621331,4.48593724417418e-05,-0.000149523190344028,-0.00019772224417959,-0.0522854191117244,-0.0690926305091896,"",,
7233,Agricultural- or industrial-machinery mechanics and fitters,1518321,1494610,1618705,1819237,2132357,2065987,2055473,1816212,1842598,1701163,1735504,1654736,1660658,1604481,538,542,595,643,723,697,648,577,587,510,515,484,491,479,0.237479082332855,0.628693343181714,0.495957950225076,0.0121043040025199,0.00845677159654667,0.0112849060215122,0.00796106744328043,-0.00364753240597318,-0.00332383857823181,-0.906316365453759,-0.860760282891243,"",,
7241,Electrical mechanics fitters and servicers,1017970,1094280,1161202,1339811,1304992,1391417,1489678,1327263,1306176,1276563,1175431,1080732,1066571,1139750,344,372,399,439,427,433,445,407,385,374,343,308,305,331,0.247221812606699,0.660714107306018,0.517074222347483,0.0077395549755889,0.00584382337882453,0.00756605209485927,0.00565517860197713,-0.00189573159676438,-0.00191087349288214,-0.585811297407736,-0.589482026710718,"",,
7242,"Electronics mechanics, fitters and servicers",737653,927407,966364,1095380,1041222,1038492,910825,958690,859581,877600,890247,767843,926063,820210,297,352,357,402,379,357,314,311,278,277,291,248,301,249,0.255089475018326,0.651748365334204,0.505914609609164,0.00668211577834275,0.00439610882576226,0.00548259872680848,0.00406969426727586,-0.00228600695258049,-0.00141290445953261,-0.674803398494864,-0.459251243050308,"",,
7243,"Electrical line installers, repairers and cable jointers",140390,167344,181555,193030,157031,232356,203364,222404,166464,123886,130157,134876,98428,125084,49,63,63,65,51,69,58,60,49,33,34,38,27,33,0.26475007945811,0.650020818862927,0.500178940349512,0.00110243660989493,0.000582616832329938,0.00104344730551715,0.000620638175257476,-0.000519819777564993,-0.000422809130259674,-0.179968438028978,-0.146916941577977,"",,
7311,Precision-instrument makers and repairers,215958,197938,184371,273614,274203,256631,314656,294448,283034,277919,283123,278176,259000,245961,87,79,80,104,109,99,107,94,92,93,90,86,77,77,0.248616242099238,0.680851367189491,0.532226268864695,0.00195738745022161,0.00135943927543652,0.00160510572836294,0.00122040217953139,-0.000597948174785091,-0.00038470354883155,-0.206304288411534,-0.133841285601626,"",,
7312,Musical-instrument makers and tuners,8011,2736,4413,5530,2230,4965,6511,7774,10,11353,12515,1683,2317,4791,5,2,3,2,1,4,4,4,1,5,6,5,3,2,0.239611666471977,0.672166709154048,0.530605811861756,0.000112493531621932,3.53101110502993e-05,5.95416793539275e-05,2.37718453012261e-05,-7.71834205716325e-05,-3.57698340527014e-05,-0.0270076287207047,-0.0125187878957562,"",,
7313,Jewellery  and precious -metal workers,24386,17055,29090,19241,16393,11800,12680,19850,21616,13559,14186,13250,23634,12156,14,12,16,9,7,5,8,10,8,9,7,7,10,8,0.34895953950794,0.580444444444445,0.409636363636364,0.000314981888541409,0.000141240444201197,0.000181248707118322,6.03152893929669e-05,-0.000173741444340212,-0.000120933417725355,-0.0607347176645767,-0.0423014465535132,"",,
7321,"Abrasive wheel formers, potters and related workers",50,0,3110,0,2735,9152,0,0,0,6041,954,0,3170,11008,1,0,1,0,2,3,2,0,0,2,1,0,1,4,0.24124253179599,0.669684906345086,0.528021180399591,2.24987063243863e-05,7.06202221005985e-05,3.71624512257693e-07,5.46191761794817e-05,4.81215157762122e-05,5.4247551667224e-05,0.0168409382144515,0.0189843620620075,"",,
7322,"Glass-makers, cutters, grinders and finshers",19499,27351,19026,29181,24060,31334,49316,20892,3118,22323,29671,19443,11193,6053,8,13,9,12,10,11,17,9,2,12,11,5,6,6,0.237741717016591,0.672985056440674,0.532124617267231,0.000179989650595091,0.000105930333150898,0.000144926127290255,3.00336004191863e-05,-7.4059317444193e-05,-0.000114892526871069,-0.025914958180373,-0.0401907304542636,"",,
7324,"Glass, ceramics and related decorative painters",10446,11430,15052,11698,22554,40639,28113,13443,13992,28353,28334,9001,26407,10334,10,6,10,4,10,16,14,5,10,11,10,8,8,9,0.24124253179599,0.669684906345086,0.528021180399591,0.000224987063243863,0.000158895499726347,7.76397931008772e-05,5.12749424635505e-05,-6.60915635175168e-05,-2.63648506373266e-05,-0.0231279226338141,-0.00922743582237783,"",,
7330,"Handicraft workers in wood, textile, leather and related materials",2346,4140,1164,1705,0,1721,0,2504,3588,0,3402,20,2444,0,2,2,3,1,1,1,0,2,3,1,1,1,3,2,0.26856504223723,0.635400831080747,0.488936940720088,4.49974126487727e-05,3.53101110502993e-05,1.74366221151309e-05,0,-9.68730159847345e-06,-1.74366221151309e-05,-0.00339054256709673,-0.00610274197675899,"",,
7341,"Compositors, desktop operators and related workers",249436,272468,283681,305726,280800,248463,198516,240754,168112,147510,163655,145848,132301,122011,89,96,107,103,93,82,67,78,59,53,60,50,48,43,0.335417511801332,0.577741550045012,0.414011889084808,0.00200238486287038,0.000759167387581434,0.0018539306367902,0.00060539065269211,-0.00124321747528895,-0.00124853998409809,-0.410416200196228,-0.411981451535049,"",,
7342,Printing engravers and etchers,9563,0,9018,5304,9817,8654,9002,2598,6577,11436,0,14102,3997,0,3,0,3,2,4,3,3,1,3,3,0,4,1,1,0.335417511801332,0.577741550045012,0.414011889084808,6.74961189731591e-05,1.76550555251496e-05,7.10769042144063e-05,0,-4.98410634480094e-05,-7.10769042144063e-05,-0.0174426030533934,-0.0248717865954693,"",,
7343,Bookbinders and related workers,7278,0,6240,9202,4725,12247,0,3117,9811,1581,5149,3360,1155,5779,4,0,3,4,3,6,0,2,5,1,2,3,1,3,0.326293909707021,0.56035529406399,0.404464007247684,8.99948252975454e-05,5.29651665754489e-05,5.40936640042297e-05,2.86740751400095e-05,-3.70296587220965e-05,-2.54195888642202e-05,-0.0129596549678268,-0.00889662137289835,"",,
7344,"Silk-screen, block and craft textile printers",31946,54808,40009,27660,33643,32495,33121,31667,36823,34510,23841,19246,33699,37181,21,23,19,16,17,15,14,14,13,13,9,9,17,13,0.483438753111503,0.541333333333333,0.333818181818182,0.000472472832812113,0.000229515721826945,0.000237438333371685,0.000184483610967415,-0.000242957110985168,-5.29547224042695e-05,-0.0848309122843615,-0.0185320310267334,"",,
7411,"Butchers, fishmongers and related food preparers",192895,263237,279906,211415,244830,206845,262425,226509,232369,245318,206733,176658,210543,194923,78,102,115,87,97,84,98,80,79,91,82,69,71,72,0.148976869240319,0.508465487518963,0.444238548601447,0.00175489909330214,0.00127116399781077,0.00143369020583895,0.000967163306543706,-0.000483735095491362,-0.000466526899295247,-0.167716820801289,-0.161856043686024,"",,
7412,"Bakers, pastry-cooks and confectionery makers",125606,132230,157867,168886,195726,226607,216810,261366,270262,347240,317140,398244,385255,343000,99,112,118,143,159,155,161,177,210,225,223,243,261,238,0.240403482161127,0.497942277173209,0.392600007066389,0.00222737192611425,0.00420190321498561,0.000933565369732795,0.00170188748451692,0.00197453128887136,0.000768322114784122,0.604718294242687,0.262698173334777,"",,
7413,Food and beverage tasters and graders,14745,8921,0,13353,10809,4479,10879,14300,23408,12993,17780,18429,16227,13794,6,3,0,5,5,2,4,5,7,7,5,6,5,5,0.206681317450302,0.491897894395854,0.393012739641311,0.000134992237946318,8.82752776257481e-05,0.000109592068664794,6.84426704414763e-05,-4.671696032057e-05,-4.11493982233173e-05,-0.0163494791880171,-0.014401293699275,"",,
7421,Cabinet-makers and related workers,132104,120784,136108,109627,153938,158517,158289,169649,111276,128363,112233,98924,131124,118659,64,59,63,62,70,70,64,68,45,52,49,48,58,50,0.273615545120757,0.590135009711896,0.449625364359211,0.00143991720476073,0.000882752776257481,0.000981861691345805,0.000588758795992108,-0.000557164428503245,-0.000393102895353697,-0.192590550854516,-0.13672757886915,"",,
7422,"Basketry weavers, brush makers and related workers",1621,0,0,0,2712,2428,4744,0,0,0,2751,3154,71,0,2,0,0,0,3,1,2,1,0,1,1,1,1,0,0.24124253179599,0.669684906345086,0.528021180399591,4.49974126487727e-05,0,1.20480666873944e-05,0,-4.49974126487727e-05,-1.20480666873944e-05,-0.0157477925173164,-0.00421679834690068,"",,
7431,"Tailors, dressmakers and hatters",9137,3128,4959,5902,3515,2267,3781,940,15831,6941,9649,13374,9319,12799,6,7,6,6,5,1,2,1,9,4,6,7,8,7,0.331332520689733,0.514926648096565,0.370139155180938,0.000134992237946318,0.000123585388676047,6.79106633699708e-05,6.35057082050496e-05,-1.14068492702707e-05,-4.40495516492111e-06,-0.0039923760328773,-0.00154173308618508,"",,
